"Seq1.bam"	"Seq2.bam"	"Seq3.bam"	"Seq4.bam"	"Seq5.bam"	"Seq6.bam"
"BQ2027_MB2531c"	482	393	598	283	272	324
"BQ2027_MB2532c"	1264	1271	1794	925	712	946
"BQ2027_MB2533c"	432	434	542	163	107	120
"BQ2027_MB2534"	354	342	527	248	152	209
"BQ2027_MB2535"	807	662	881	786	571	703
"BQ2027_MB2536c"	493	477	474	485	363	483
"BQ2027_MB2537"	484	470	497	477	420	449
"BQ2027_MB2538c"	338	277	371	301	228	276
"BQ2027_MB2539"	368	365	411	248	175	214
"BQ2027_MB2540c"	273	236	338	242	228	197
"BQ2027_MB2541"	409	429	462	286	268	385
"BQ2027_MB2542"	1081	1165	1315	752	621	805
"BQ2027_MB2543c"	218	190	263	181	129	149
"BQ2027_MB2544c"	461	355	543	291	192	251
"BQ2027_MB2545c"	1878	1946	2425	1586	1278	1769
"BQ2027_MB2546c"	3104	3336	3721	1366	1060	1339
"BQ2027_MB2547c"	1510	1603	1698	1389	1216	1438
"BQ2027_MB2548"	1595	1518	1754	2015	1541	1745
"BQ2027_MB2549c"	134	124	150	89	63	72
"BQ2027_MB2550"	748	624	799	516	393	544
"BQ2027_MB2551c"	525	451	624	530	402	505
"BQ2027_MB2552c"	354	316	363	362	295	394
"BQ2027_MB2553c"	10103	8330	11170	8182	5751	6707
"BQ2027_MB2554c"	822	738	789	1343	995	1285
"BQ2027_MB2555"	840	726	891	893	616	801
"BQ2027_MB2556"	270	228	240	236	176	245
"BQ2027_MB2557c"	246	260	262	230	194	190
"BQ2027_MB2558"	227	150	239	112	74	118
"BQ2027_MB2559c"	102	105	105	162	139	168
"BQ2027_MB2559Ac"	54	60	51	108	64	110
"BQ2027_MB2560c"	1091	1076	1215	1770	1370	1830
"BQ2027_MB2561c"	203	188	226	229	187	253
"BQ2027_MB2562c"	652	506	760	743	659	724
"BQ2027_MB2563c"	1185	1066	1300	1190	1127	1298
"BQ2027_MB2564c"	724	684	894	984	750	859
"BQ2027_MB2565"	923	857	979	1738	1382	1668
"BQ2027_MB2566c"	178	195	224	483	350	464
"BQ2027_MB2567c"	547	460	679	863	664	819
"BQ2027_MB2568c"	392	340	549	548	340	423
"BQ2027_MB2569c"	1711	1356	2495	2170	1659	1648
"BQ2027_MB2570"	132	55	194	113	74	72
"BQ2027_MB2571"	459	374	524	455	354	464
"BQ2027_MB2572"	411	478	399	915	628	804
"BQ2027_MB2573"	31	31	30	38	17	29
"BQ2027_MB2574"	43	51	29	44	42	57
"BQ2027_MB2575"	24	24	24	37	17	24
"BQ2027_MB2576"	32	36	61	31	23	26
"BQ2027_MB2577"	66	82	60	98	64	85
"BQ2027_MB2578"	228	258	309	274	187	198
"BQ2027_MB2578A"	807	901	776	620	528	594
"BQ2027_MB2579c"	126	112	138	133	89	94
"BQ2027_MB2580c"	117	144	157	159	97	129
"BQ2027_MB2581c"	361	272	476	253	209	242
"BQ2027_MB2582c"	318	341	458	762	567	691
"BQ2027_MB2583c"	987	871	1146	1934	1547	1821
"BQ2027_MB2584c"	257	207	355	604	471	479
"BQ2027_MB2585c"	9483	8993	10947	12439	9343	12422
"BQ2027_MB2586c"	616	634	600	1018	709	873
"BQ2027_MB2587"	4903	4781	5199	6250	4900	6429
"BQ2027_MB2588"	6621	6790	7565	9111	6912	8585
"BQ2027_MB2589c"	1406	1256	1767	858	626	764
"BQ2027_MB2590"	703	616	722	502	360	408
"BQ2027_MB2591"	767	716	773	374	373	420
"BQ2027_MB2592"	379	359	404	305	186	290
"BQ2027_MB2593"	356	263	323	192	161	212
"BQ2027_MB2594"	798	740	913	1267	923	1241
"BQ2027_MB2595"	207	168	253	315	235	272
"BQ2027_MB2596"	125	144	163	115	111	115
"BQ2027_MB2597"	467	468	498	764	671	733
"BQ2027_MB2598c"	204	205	174	190	170	202
"BQ2027_MB2599c"	218	244	277	203	123	157
"BQ2027_MB2600"	185	162	189	726	551	648
"BQ2027_MB2601c"	317	313	363	473	301	352
"BQ2027_MB2602c"	673	623	729	537	371	455
"BQ2027_MB2603"	206	158	255	163	76	110
"BQ2027_MB2604"	237	240	284	221	239	229
"BQ2027_MB2605"	920	894	1270	1017	748	877
"BQ2027_MB2606c"	1880	2110	2356	1872	1441	1733
"BQ2027_MB2607"	2089	2416	2721	1194	893	1012
"BQ2027_MB2608"	147	154	205	102	41	73
"BQ2027_MB2609c"	447	473	647	263	196	283
"BQ2027_MB2610"	1705	1733	1832	834	720	773
"BQ2027_MB2611c"	790	690	919	1137	923	1113
"BQ2027_MB2612c"	900	779	850	920	795	1016
"BQ2027_MB2613"	1294	1212	1379	642	514	630
"BQ2027_MB2614c"	2883	2962	3180	5010	3704	4533
"BQ2027_MB2615c"	1400	1065	1489	1346	990	1160
"BQ2027_MB2616c"	1259	1255	1546	1293	896	1030
"BQ2027_MB2617c"	1495	1426	1755	1603	1105	1416
"BQ2027_MB2618c"	1789	1691	2054	2118	1678	1885
"BQ2027_MB2619c"	990	977	997	873	682	905
"BQ2027_MB2620"	885	842	968	1046	726	905
"BQ2027_MB2621"	4543	3983	5059	3628	2777	3247
"BQ2027_MB2622"	581	441	721	2565	1673	1913
"BQ2027_MB2623c"	496	463	636	798	542	694
"BQ2027_MB2624c"	489	381	570	533	382	425
"BQ2027_MB2625c"	1997	1990	2087	1231	971	1104
"BQ2027_MB2626"	539	534	462	485	316	442
"BQ2027_MB2627"	273	203	247	250	209	321
"BQ2027_MB2628"	350	399	447	658	478	641
"BQ2027_MB2629"	84	95	92	180	112	135
"BQ2027_MB2630"	63	52	83	158	80	136
"BQ2027_MB2631"	115	122	163	222	139	154
"BQ2027_MB2632"	377	353	535	372	299	345
"BQ2027_MB2633"	414	478	491	470	338	413
"BQ2027_MB2634"	583	607	654	619	516	638
"BQ2027_MB2635c"	2352	2192	2345	1302	1021	1269
"BQ2027_MB2636c"	189	170	183	207	135	185
"BQ2027_MB2637c"	834	812	846	811	613	732
"BQ2027_MB2638c"	1921	1838	1900	1542	1220	1644
"BQ2027_MB2639"	262	291	260	72	78	77
"BQ2027_MB2640"	599	515	704	812	631	779
"BQ2027_MB2641c"	440	403	476	702	526	611
"BQ2027_MB2642c"	297	322	317	340	287	284
"BQ2027_MB2643c"	315	336	362	338	296	283
"BQ2027_MB2644c"	172	143	163	166	168	161
"BQ2027_MB2645c"	264	277	305	249	211	234
"BQ2027_MB2646c"	2025	1897	2231	1278	956	1133
"BQ2027_MB2647"	154	104	156	64	38	30
"BQ2027_MB2648c"	538	446	830	446	292	290
"BQ2027_MB2649"	504	481	594	314	221	256
"BQ2027_MB2650c"	399	378	427	278	188	240
"BQ2027_MB2651"	811	625	888	749	481	613
"BQ2027_MB2652c"	969	900	1045	1143	834	1053
"BQ2027_MB2653c"	994	831	1134	989	745	922
"BQ2027_MB2654c"	4765	3965	5830	2816	2078	2218
"BQ2027_MB2655"	1166	1019	1244	970	786	884
"BQ2027_MB2656"	16290	17460	18555	9545	7879	8249
"BQ2027_MB2657c"	5722	6276	6827	3287	2821	2884
"BQ2027_MB2658c"	5349	4953	5959	2904	2597	2537
"BQ2027_MB2659c"	9513	10238	10966	7976	6008	6784
"BQ2027_MB2660c"	6561	6768	6980	3001	2695	2833
"BQ2027_MB2661"	5312	5562	5987	2411	2031	2338
"BQ2027_MB2662"	11903	12049	13841	5902	5422	5463
"BQ2027_MB2663"	985	1053	1312	627	545	511
"BQ2027_MB2664"	1712	1638	2220	1037	977	950
"BQ2027_MB2665c"	545	616	631	203	158	173
"BQ2027_MB2666c"	842	854	836	88	96	103
"BQ2027_MB2667c"	566	602	746	967	674	760
"BQ2027_MB2668"	15	7	26	4	0	2
"BQ2027_MB2669"	195	222	222	108	90	99
"BQ2027_MB2670"	227	203	248	154	111	133
"BQ2027_MB2671"	340	344	471	277	168	230
"BQ2027_MB2672c"	169	162	191	163	123	153
"BQ2027_MB2673c"	587	479	625	672	537	752
"BQ2027_MB2674"	3536	3090	4490	2268	1310	1817
"BQ2027_MB2675"	1289	1236	1614	702	401	499
"BQ2027_MB2676"	1316	1337	1748	845	399	483
"BQ2027_MB2677c"	301	293	298	203	112	136
"BQ2027_MB2678c"	178	172	215	145	110	121
"BQ2027_MB2679c"	70	67	111	48	40	57
"BQ2027_MB2680"	26	37	48	23	17	20
"BQ2027_MB2681"	561	596	616	360	325	335
"BQ2027_MB2682"	482	469	620	617	438	682
"BQ2027_MB2683c"	144	153	232	109	76	99
"BQ2027_MB2684"	1977	2144	2564	1521	1084	1298
"BQ2027_MB2685"	149	152	268	77	54	57
"BQ2027_MB2686"	201	214	291	81	29	51
"BQ2027_MB2687"	441	349	505	284	290	246
"BQ2027_MB2688"	149	186	191	107	67	66
"BQ2027_MB2689c"	298	339	489	166	134	193
"BQ2027_MB2690"	181	125	168	92	86	87
"BQ2027_MB2691"	919	813	920	983	662	740
"BQ2027_MB2692"	644	668	751	376	302	361
"BQ2027_MB2693"	600	659	687	717	482	635
"BQ2027_MB2694c"	495	476	580	826	598	689
"BQ2027_MB2695c"	537	438	553	671	482	546
"BQ2027_MB2696c"	476	424	672	527	424	406
"BQ2027_MB2697c"	428	373	533	625	430	496
"BQ2027_MB2698"	329	260	355	467	296	384
"BQ2027_MB2699"	620	567	621	793	651	751
"BQ2027_MB2700"	520	474	522	771	608	697
"BQ2027_MB2701c"	1354	1177	1543	2223	1769	2038
"BQ2027_MB2702"	500	513	531	668	503	688
"BQ2027_MB2703"	433	460	475	744	609	773
"BQ2027_MB2704"	412	443	463	937	750	992
"BQ2027_MB2705c"	169	212	191	278	245	306
"BQ2027_MB2706c"	91	152	147	195	123	121
"BQ2027_MB2707c"	2680	2809	2957	2451	1877	2294
"BQ2027_MB2708c"	244	236	258	181	134	142
"BQ2027_MB2709c"	710	669	810	492	401	391
"BQ2027_MB2710"	589	556	636	345	293	414
"BQ2027_MB2711"	426	432	515	390	286	306
"BQ2027_MB2712c"	450	466	607	499	446	490
"BQ2027_MB2713c"	1135	1204	1302	1518	1147	1344
"BQ2027_MB2714"	334	194	357	249	170	185
"BQ2027_MB2715c"	1001	848	1139	1316	934	1049
"BQ2027_MB2716c"	2162	1755	2199	2461	1576	2268
"BQ2027_MB2717"	320	300	363	244	190	166
"BQ2027_MB2718c"	696	703	712	441	345	426
"BQ2027_MB2719"	769	694	855	531	381	433
"BQ2027_MB2720c"	214	199	267	204	137	154
"BQ2027_MB2721"	321	317	341	908	667	966
"BQ2027_MB2722"	9356	7911	9995	9121	7583	8606
"BQ2027_MB2723"	242	267	301	257	247	325
"BQ2027_MB2724c"	225	224	216	208	186	210
"BQ2027_MB2725c"	9899	10548	10172	10803	8526	12434
"BQ2027_MB2726"	3589	3785	4205	2212	1979	2400
"BQ2027_MB2727c"	802	785	711	699	504	627
"BQ2027_MB2728"	775	744	912	857	648	665
"BQ2027_MB2729"	15078	13949	15385	21747	15723	19149
"BQ2027_MB2730"	4286	3439	4795	4268	3391	3879
"BQ2027_MB2731c"	1427	1259	1728	1225	752	922
"BQ2027_MB2732"	1187	1147	1442	907	590	706
"BQ2027_MB2733"	2033	1986	2213	3244	2546	3412
"BQ2027_MB2734"	1229	1067	1231	1532	1197	1298
"BQ2027_MB2735"	465	431	553	297	228	285
"BQ2027_MB2736c"	451	363	446	183	95	133
"BQ2027_MB2737c"	940	904	1025	383	258	306
"BQ2027_MB2738c"	2424	1980	2810	703	448	602
"BQ2027_MB2739"	7483	6959	9199	3709	2946	3315
"BQ2027_MB2740c"	2515	2026	2777	2083	1602	1933
"BQ2027_MB2741"	182	265	268	193	140	202
"BQ2027_MB2742"	974	1115	995	373	290	406
"BQ2027_MB2743c"	767	832	975	917	705	1120
"BQ2027_MB2744c"	1511	1351	1818	1992	1467	2005
"BQ2027_MB2745c"	802	653	921	898	708	868
"BQ2027_MB2746c"	378	331	417	334	247	239
"BQ2027_MB2747c"	300	254	363	336	222	246
"BQ2027_MB2748c"	634	633	855	862	729	820
"BQ2027_MB2749"	24	26	31	33	22	14
"BQ2027_MB2750"	2087	1912	2397	2445	2057	2284
"BQ2027_MB2751c"	338	255	354	332	256	254
"BQ2027_MB2752c"	1467	1381	1571	1389	1080	1142
"BQ2027_MB2753"	905	894	807	228	169	244
"BQ2027_MB2754c"	430	438	426	295	189	300
"BQ2027_MB2755c"	547	485	691	517	381	507
"BQ2027_MB2756c"	5432	4522	5745	3789	2964	3763
"BQ2027_MB2757"	42	54	47	41	45	44
"BQ2027_MB2758c"	100	114	79	77	43	72
"BQ2027_MB2759c"	209	177	244	254	162	195
"BQ2027_MB2760"	446	383	589	246	264	313
"BQ2027_MB2761"	737	582	1039	1207	884	1029
"BQ2027_MB2762c"	186	195	357	236	179	180
"BQ2027_MB2763c"	654	642	737	520	428	437
"BQ2027_MB2764c"	894	798	1067	1385	980	1203
"BQ2027_MB2765c"	3799	3703	4236	5515	4198	4841
"BQ2027_MB2766c"	1734	1667	2012	2948	2390	2958
"BQ2027_MB2767c"	127	118	146	158	144	182
"BQ2027_MB2768"	235	292	246	381	272	380
"BQ2027_MB2769c"	5025	4250	5940	6215	4738	5557
"BQ2027_MB2770"	163	204	194	246	165	174
"BQ2027_MB2771"	370	407	367	444	312	357
"BQ2027_MB2772"	296	310	397	328	261	307
"BQ2027_MB2773c"	649	733	777	965	819	943
"BQ2027_MB2774c"	1904	2095	2019	1926	1327	1599
"BQ2027_MB2775c"	165	189	190	88	90	102
"BQ2027_MB2776c"	48	36	51	49	31	29
"BQ2027_MB2777c"	217	185	221	249	199	250
"BQ2027_MB2778c"	115	102	97	110	74	130
"BQ2027_MB2779c"	69	90	74	61	27	58
"BQ2027_MB2780c"	88	121	134	80	64	81
"BQ2027_MB2781c"	39	61	63	34	25	31
"BQ2027_MB2782c"	118	112	159	77	40	60
"BQ2027_MB2783c"	39	29	59	21	26	20
"BQ2027_MB2784c"	56	47	77	53	32	41
"BQ2027_MB2785c"	712	695	989	427	342	352
"BQ2027_MB2786c"	2109	2379	2314	1139	914	1167
"BQ2027_MB2787"	129	145	174	134	91	111
"BQ2027_MB2788c"	383	325	417	261	168	237
"BQ2027_MB2789c"	55	57	62	76	66	83
"BQ2027_MB2790c"	267	212	340	496	399	465
"BQ2027_MB2791c"	336	283	359	492	437	480
"BQ2027_MB2792c"	318	337	373	290	207	273
"BQ2027_MB2793c"	216	186	206	197	133	147
"BQ2027_MB2794c"	275	275	257	297	248	264
"BQ2027_MB2795c"	595	592	578	499	420	548
"BQ2027_MB2796c"	308	294	295	183	145	185
"BQ2027_MB2797"	270	270	317	148	119	181
"BQ2027_MB2798c"	445	437	502	363	238	296
"BQ2027_MB2799c"	1544	1603	1735	1032	683	895
"BQ2027_MB2800c"	633	662	663	641	465	720
"BQ2027_MB2801c"	612	813	769	1273	1015	1250
"BQ2027_MB2802"	805	621	883	898	915	1082
"BQ2027_MB2803"	597	536	717	833	732	910
"BQ2027_MB2804c"	769	647	887	1150	869	1129
"BQ2027_MB2805c"	946	862	1179	2702	1917	2479
"BQ2027_MB2806c"	5400	4174	6150	8284	6845	8601
"BQ2027_MB2807c"	846	897	1022	672	582	620
"BQ2027_MB2808c"	2166	2673	2424	1653	1346	1339
"BQ2027_MB2809c"	518	611	589	548	436	524
"BQ2027_MB2810"	867	902	947	294	267	287
"BQ2027_MB2811"	483	454	544	567	467	546
"BQ2027_MB2812c"	920	933	952	1045	788	904
"BQ2027_MB2813c"	840	680	782	883	686	869
"BQ2027_MB2814c"	3757	3404	3891	2931	2140	2400
"BQ2027_MB2815c"	1106	962	1108	708	496	570
"BQ2027_MB2816c"	713	748	810	710	494	578
"BQ2027_MB2817c"	157	168	187	262	219	213
"BQ2027_MB2818c"	1028	846	994	888	850	973
"BQ2027_MB2819c"	144	118	132	156	123	104
"BQ2027_MB2820c"	495	363	617	291	195	193
"BQ2027_MB2821c"	198	172	238	185	121	149
"BQ2027_MB2822"	630	463	612	680	473	620
"BQ2027_MB2823"	1269	982	1609	779	563	686
"BQ2027_MB2824c"	175	182	212	100	82	92
"BQ2027_MB2824A"	260	314	337	178	113	164
"BQ2027_MB2825c"	219	189	274	267	167	188
"BQ2027_MB2826"	283	153	314	300	216	288
"BQ2027_MB2827c"	111	88	114	137	118	136
"BQ2027_MB2828"	40	24	51	15	8	19
"BQ2027_MB2829"	40	54	55	43	40	37
"BQ2027_MB2830"	112	110	103	62	52	65
"BQ2027_MB2831"	114	132	136	144	133	162
"BQ2027_MB2832"	237	240	204	356	371	382
"BQ2027_MB2833c"	33	34	44	61	56	72
"BQ2027_MB2834"	21	25	55	23	9	11
"BQ2027_MB2835"	20	18	32	32	11	12
"BQ2027_MB2836"	14	10	18	20	7	12
"BQ2027_MB2837"	12	5	28	19	12	15
"BQ2027_MB2838c"	14	18	13	13	1	9
"BQ2027_MB2839c"	23	36	27	32	13	25
"BQ2027_MB2840c"	445	482	424	245	187	262
"BQ2027_MB2841c"	128	148	120	143	107	144
"BQ2027_MB2842c"	38	47	47	74	50	71
"BQ2027_MB2843c"	66	53	84	64	60	75
"BQ2027_MB2844c"	53	56	58	75	44	65
"BQ2027_MB2845c"	113	68	105	73	88	124
"BQ2027_MB2846c"	37	33	51	61	47	61
"BQ2027_MB2847c"	195	185	169	178	91	165
"BQ2027_MB2848c"	121	135	151	112	59	68
"BQ2027_MB2849c"	285	346	393	367	248	304
"BQ2027_MB2850c"	235	174	277	368	178	269
"BQ2027_MB2851c"	1369	1265	1667	1377	828	978
"BQ2027_MB2852c"	293	285	455	525	381	464
"BQ2027_MB2852A"	202	136	276	194	126	162
"BQ2027_MB2853c"	532	520	643	394	247	362
"BQ2027_MB2854c"	318	326	331	417	236	337
"BQ2027_MB2855"	300	238	332	254	148	198
"BQ2027_MB2856c"	159	182	232	224	117	138
"BQ2027_MB2857c"	80	57	80	68	41	47
"BQ2027_MB2858c"	52	58	79	39	22	38
"BQ2027_MB2859c"	49	53	49	28	20	12
"BQ2027_MB2860c"	13	9	17	13	11	12
"BQ2027_MB2861c"	206	155	273	313	238	257
"BQ2027_MB2862c"	993	798	1281	1427	979	1208
"BQ2027_MB2863c"	2035	1690	2321	2268	1605	1872
"BQ2027_MB2864c"	8959	6258	12098	8436	5840	6757
"BQ2027_MB2865c"	5870	4893	5949	4936	4433	5923
"BQ2027_MB2866c"	928	870	1141	1902	1328	1628
"BQ2027_MB2867c"	1014	1136	1064	2193	1450	1904
"BQ2027_MB2868"	548	498	607	557	393	397
"BQ2027_MB2869"	430	410	543	422	292	325
"BQ2027_MB2870c"	821	689	892	518	422	558
"BQ2027_MB2871c"	3070	2550	2723	2615	2071	2507
"BQ2027_MB2872c"	613	612	749	734	481	615
"BQ2027_MB2873c"	249	210	256	409	288	420
"BQ2027_MB2874c"	222	205	250	400	349	437
"BQ2027_MB2875c"	595	465	667	954	721	758
"BQ2027_MB2876c"	551	616	615	780	594	593
"BQ2027_MB2877c"	1879	1867	1923	1883	1476	1976
"BQ2027_MB2878"	359	329	500	1481	1103	1204
"BQ2027_MB2879"	904	868	916	622	509	644
"BQ2027_MB2880"	788	795	973	623	482	563
"BQ2027_MB2881"	210	219	219	260	210	227
"BQ2027_MB2882c"	407	397	401	367	334	409
"BQ2027_MB2883c"	525	466	493	598	474	580
"BQ2027_MB2884c"	190	205	238	247	216	203
"BQ2027_MB2885c"	350	336	339	358	265	347
"BQ2027_MB2886c"	1162	1225	1292	1652	1293	1760
"BQ2027_MB2887c"	165	196	204	117	79	115
"BQ2027_MB2887A"	21	15	23	30	24	25
"BQ2027_MB2888"	43	63	59	51	49	56
"BQ2027_MB2889c"	896	824	1076	841	656	834
"BQ2027_MB2890"	1227	1420	1301	986	816	908
"BQ2027_MB2891"	389	335	405	299	227	243
"BQ2027_MB2892c"	2185	2155	2550	4157	2984	3385
"BQ2027_MB2893c"	2140	2007	2421	3506	2510	2909
"BQ2027_MB2894c"	800	812	963	1140	821	888
"BQ2027_MB2895c"	914	821	1100	1200	782	986
"BQ2027_MB2896"	161	166	154	83	72	66
"BQ2027_MB2897"	153	115	146	73	71	80
"BQ2027_MB2898"	34789	34579	38588	27091	22365	27866
"BQ2027_MB2899"	7593	7764	8801	6506	5526	6522
"BQ2027_MB2900"	45262	37019	47218	29461	26392	34057
"BQ2027_MB2901"	9243	6961	9993	7290	6335	8275
"BQ2027_MB2902c"	11531	8430	14049	8284	7140	8546
"BQ2027_MB2903c"	1992	1585	2260	1405	1091	1497
"BQ2027_MB2904c"	2258	2135	2680	1905	1409	1742
"BQ2027_MB2905c"	951	996	1023	765	550	702
"BQ2027_MB2906c"	1587	1528	1719	1203	1058	1229
"BQ2027_MB2907c"	2773	2959	3153	2148	1739	2271
"BQ2027_MB2908"	460	457	456	240	176	206
"BQ2027_MB2909c"	1442	1289	1501	360	227	313
"BQ2027_MB2910c"	423	351	486	87	53	91
"BQ2027_MB2911"	212	210	254	184	160	145
"BQ2027_MB2912c"	1387	1074	1487	1510	1098	1323
"BQ2027_MB2913c"	1124	917	1205	1179	896	1113
"BQ2027_MB2914c"	3123	2627	3292	2450	1920	2475
"BQ2027_MB2915"	23	26	55	33	20	23
"BQ2027_MB2916c"	327	299	424	332	276	309
"BQ2027_MB2917"	206	161	255	158	130	147
"BQ2027_MB2918c"	337	369	464	717	573	703
"BQ2027_MB2919c"	523	498	509	401	303	330
"BQ2027_MB2920c"	455	381	444	272	163	191
"BQ2027_MB2921c"	143	145	189	65	36	37
"BQ2027_MB2922c"	138	127	156	140	109	107
"BQ2027_MB2923c"	173	130	210	160	141	151
"BQ2027_MB2924c"	1732	1830	1984	1958	1568	1902
"BQ2027_MB2925c"	1012	1038	1132	1504	1101	1405
"BQ2027_MB2926c"	1106	962	1241	1941	1646	2073
"BQ2027_MB2927c"	3192	2856	3353	3137	2518	3003
"BQ2027_MB2928c"	5599	4947	5302	3752	3095	3764
"BQ2027_MB2929"	744	821	805	667	546	566
"BQ2027_MB2930c"	427	337	381	232	174	193
"BQ2027_MB2931c"	234	241	295	201	144	181
"BQ2027_MB2932c"	324	261	387	272	164	217
"BQ2027_MB2933c"	3802	3020	3599	2408	1922	2381
"BQ2027_MB2934c"	85	85	93	70	37	36
"BQ2027_MB2935"	335	302	377	207	151	174
"BQ2027_MB2936c"	234	195	282	119	134	121
"BQ2027_MB2937c"	4787	4278	6437	1195	1612	1115
"BQ2027_MB2938c"	464	486	559	379	325	322
"BQ2027_MB2939c"	378	388	422	475	390	432
"BQ2027_MB2940c"	2235	1889	2347	2122	1602	1700
"BQ2027_MB2941"	485	430	515	114	105	93
"BQ2027_MB2942c"	409	429	466	601	528	574
"BQ2027_MB2943c"	566	582	579	709	704	832
"BQ2027_MB2944c"	958	1006	994	784	770	837
"BQ2027_MB2945c"	1049	1016	1265	1205	910	1125
"BQ2027_MB2946c"	1295	1158	1473	975	764	885
"BQ2027_MB2947c"	58	73	61	71	31	43
"BQ2027_MB2948c"	160	182	223	211	116	194
"BQ2027_MB2949c"	244	228	335	318	233	251
"BQ2027_MB2950c"	1444	1446	1661	1923	1446	1754
"BQ2027_MB2951c"	2152	2146	2226	2134	1801	2127
"BQ2027_MB2952c"	3539	3599	3593	4943	3839	5160
"BQ2027_MB2953"	679	753	610	453	321	483
"BQ2027_MB2954"	245	238	235	206	174	196
"BQ2027_MB2955"	4471	4373	4510	6048	4618	6522
"BQ2027_MB2956"	4474	4162	4527	9883	7870	10228
"BQ2027_MB2957"	1797	1658	1803	4114	3291	4127
"BQ2027_MB2958"	4903	4472	4905	8612	6682	8908
"BQ2027_MB2959"	2967	2745	3226	5193	4013	4920
"BQ2027_MB2960"	3560	3200	3555	5347	4143	5201
"BQ2027_MB2961"	843	858	753	1340	1039	1292
"BQ2027_MB2962"	602	706	636	836	664	960
"BQ2027_MB2963"	410	528	450	616	466	642
"BQ2027_MB2964"	1534	1533	1571	2045	1539	2178
"BQ2027_MB2965c"	12015	11019	13368	17895	13358	16589
"BQ2027_MB2966"	3956	3777	3574	4599	3679	5377
"BQ2027_MB2967"	1720	1692	2006	4299	3541	4006
"BQ2027_MB2968"	181	112	208	171	120	143
"BQ2027_MB2969"	148	121	160	227	154	229
"BQ2027_MB2970c"	1065	905	992	1672	1377	2026
"BQ2027_MB2970CA"	379	268	390	524	412	614
"BQ2027_MB2971c"	3449	2600	4058	7662	5886	7315
"BQ2027_MB2972c"	1138	1156	1161	3097	2470	3591
"BQ2027_MB2973c"	858	772	742	2427	1987	3387
"BQ2027_MB2974c"	3143	3167	2959	10476	8278	13103
"BQ2027_MB2975c"	547	492	459	544	473	496
"BQ2027_MB2976"	689	619	608	715	548	740
"BQ2027_MB2977"	734	774	796	888	780	1070
"BQ2027_MB2978c"	1047	886	1006	1109	935	1190
"BQ2027_MB2979c"	532	491	552	387	292	391
"BQ2027_MB2980"	660	774	694	557	440	581
"BQ2027_MB2981"	296	345	288	346	311	424
"BQ2027_MB2982c"	916	890	904	284	234	289
"BQ2027_MB2983c"	922	917	896	297	263	371
"BQ2027_MB2984c"	262	311	285	115	85	115
"BQ2027_MB2985"	69	52	77	22	15	15
"BQ2027_MB2986c"	581	533	635	243	211	200
"BQ2027_MB2987"	657	766	768	537	362	437
"BQ2027_MB2988"	281	252	285	178	143	143
"BQ2027_MB2989c"	207	191	217	332	274	356
"BQ2027_MB2990c"	161	126	213	178	136	131
"BQ2027_MB2991c"	1490	1358	1775	1149	1017	1244
"BQ2027_MB2992c"	363	382	464	273	238	267
"BQ2027_MB2993c"	3190	3060	2788	1879	1505	1860
"BQ2027_MB2994c"	1369	1416	1527	1096	943	1049
"BQ2027_MB2995"	741	781	725	387	333	370
"BQ2027_MB2996"	2557	2115	2667	1056	899	1132
"BQ2027_MB2997c"	492	507	533	283	233	289
"BQ2027_MB2998c"	1269	1255	1321	637	512	639
"BQ2027_MB2999c"	1557	1318	2062	511	373	398
"BQ2027_MB2999CA"	1075	1098	1031	326	215	264
"BQ2027_MB3000c"	1715	1764	1855	508	380	507
"BQ2027_MB3001c"	970	710	1358	298	191	251
"BQ2027_MB3002c"	3822	3275	4732	694	548	685
"BQ2027_MB3003c"	2217	2185	2427	306	172	219
"BQ2027_MB3004"	444	418	546	157	108	105
"BQ2027_MB3005c"	1582	1496	1821	590	379	507
"BQ2027_MB3006c"	439	351	513	303	203	236
"BQ2027_MB3007"	308	235	266	111	122	118
"BQ2027_MB3008"	2095	1789	2082	1081	912	1160
"BQ2027_MB3009"	877	668	942	725	534	612
"BQ2027_MB3010c"	10487	7267	10839	14563	10783	15362
"BQ2027_MB3011c"	301	208	241	182	179	201
"BQ2027_MB3012c"	4099	3974	4536	1282	1141	867
"BQ2027_MB3013"	3375	3355	4360	1790	1273	1376
"BQ2027_MB3014c"	1032	1063	1411	765	406	571
"BQ2027_MB3015"	517	571	721	262	193	226
"BQ2027_MB3016c"	1327	1355	1572	613	510	559
"BQ2027_MB3017c"	1390	1203	1301	455	355	450
"BQ2027_MB3018"	592	548	688	357	282	328
"BQ2027_MB3019c"	1181	1189	1473	799	597	758
"BQ2027_MB3020c"	2685	2423	3464	1798	1579	1589
"BQ2027_MB3021"	698	652	800	666	502	510
"BQ2027_MB3022"	396	408	488	407	272	392
"BQ2027_MB3023c"	27	31	38	17	15	20
"BQ2027_MB3024"	347	319	321	139	98	151
"BQ2027_MB3025"	300	283	320	283	214	233
"BQ2027_MB3026c"	2478	2169	2508	2059	1495	1943
"BQ2027_MB3027c"	649	557	597	712	571	759
"BQ2027_MB3028c"	3001	2455	3236	2505	1932	2182
"BQ2027_MB3029"	695	546	681	567	423	534
"BQ2027_MB3030c"	2315	2143	2521	2342	1930	2341
"BQ2027_MB3031"	1890	1969	1868	1804	1424	1689
"BQ2027_MB3032c"	735	769	825	1208	926	1155
"BQ2027_MB3033"	934	1126	1108	780	655	712
